Track Number,Popularity,Danceability
14,58,0.506
3,53,0.669
13,0,0.495
5,0,0.444
3,0,0.551
4,0,0.759
1,57,0.546
1,60,0.564
9,68,0.463
4,60,0.765
2,71,0.749
2,46,0.741
12,25,0.448
1,39,0.565
6,37,0.378
2,57,0.658
1,0,0.769
1,35,0.824
15,43,0.409
6,50,0.498
2,62,0.64
12,32,0.695
9,23,0.536
2,44,0.801
3,63,0.683
1,29,0.674
2,68,0.471
19,20,0.542
1,44,0.493
3,64,0.686
3,0,0.631
9,0,0.399
2,26,0.494
11,0,0.516
14,25,0.55
2,46,0.479
3,0,0.566
7,79,0.389
3,0,0.937
1,55,0.535
7,44,0.796
7,74,0.483
9,73,0.794
4,76,0.748
4,53,0.404
2,22,0.729
1,48,0.425
3,84,0.565
1,68,0.717
3,0,0.933
9,34,0.521
3,55,0.52
3,80,0.392
3,0,0.511
2,0,0.509
7,0,0.524
5,0,0.436
7,71,0.545
5,75,0.831
10,63,0.502
4,68,0.916
16,0,0.67
15,51,0.708
15,0,0.708
5,0,0.796
4,0,0.398
1,53,0.628
4,57,0.852
4,0,0.861
7,48,0.677
12,0,0.624
18,44,0.65
10,37,0.576
1,6,0.502
12,0,0.52
4,0,0.439
5,68,0.623
11,86,0.559
9,78,0.666
12,0,0.346
4,82,0.496
1,66,0.74
10,0,0.197
3,0,0.262
4,0,0.437
4,81,0.456
10,61,0.744
7,74,0.543
3,79,0.284
3,52,0.526
5,77,0.36
4,0,0.539
8,0,0.558
1,0,0.579
1,67,0.551
2,57,0.807
4,44,0.917
1,0,0.747
1,0,0.651
5,73,0.643
3,66,0.65
9,43,0.5
12,72,0.678
2,48,0.431
6,69,0.636
6,0,0.637
17,74,0.64
9,64,0.531
3,0,0.609
2,0,0.703
2,87,0.666
12,39,0.673
1,74,0.567
12,71,0.426
5,61,0.657
1,65,0.744
7,33,0.495
8,26,0.576
1,76,0.651
9,23,0.639
2,1,0.672
1,42,0.652
2,0,0.62
2,45,0.199
1,0,0.577
1,62,0.744
12,44,0.629
4,0,0.494
3,63,0.706
1,67,0.68
4,16,0.701
1,60,0.645
2,43,0.741
5,0,0.55
4,63,0.851
3,66,0.588
8,0,0.553
3,62,0.608
2,0,0.722
2,67,0.66
6,39,0.539
1,60,0.557
3,36,0.81
8,63,0.707
9,14,0.622
2,0,0.695
7,0,0.778
5,35,0.699
7,60,0.742
1,62,0.665
3,59,0.496
3,0,0.69
7,59,0.609
1,67,0.472
9,58,0.708
10,53,0.737
3,47,0.547
1,53,0.602
1,87,0.502
7,43,0.502
9,62,0.607
1,44,0.608
2,37,0.681
4,51,0.615
12,44,0.775
1,54,0.794
1,23,0.555
1,51,0.641
9,73,0.694
5,0,0.403
3,38,0.511
2,0,0.728
1,0,0.402
2,35,0.844
2,34,0.772
6,4,0.511
1,53,0.541
1,21,0.503
1,61,0.256
11,59,0.403
1,54,0.624
1,60,0.631
1,56,0.743
1,64,0.787
2,56,0.469
4,63,0.624
1,80,0.52
1,72,0.679
2,40,0.659
2,52,0.861
4,54,0.713
2,47,0.706
6,67,0.648
13,37,0.801
2,69,0.626
3,45,0.637
1,70,0.465
2,77,0.867
8,44,0.967
1,31,0.697
1,64,0.68
1,0,0.895
4,0,0.453
8,0,0.6
1,66,0.74
2,60,0.781
7,44,0.851
6,48,0.469
1,42,0.757
5,0,0.899
10,65,0.863
1,17,0.799
3,68,0.55
1,25,0.625
6,0,0.591
1,65,0.98
4,0,0.745
11,0,0.231
8,57,0.412
10,0,0.862
4,69,0.189
6,68,0.51
1,59,0.673
2,19,0.64
1,0,0.746
3,0,0.553
2,0,0.707
1,68,0.685
1,45,0.516
1,56,0.549
2,79,0.712
16,27,0.747
3,35,0.706
3,0,0.209
6,53,0.86
14,49,0.804
10,40,0.746
8,45,0.703
16,42,0.704
2,51,0.192
7,0,0.749
2,72,0.476
19,0,0.722
1,39,0.58
1,76,0.28
3,49,0.713
2,49,0.694
5,57,0.399
4,73,0.541
12,61,0.704
6,64,0.636
4,76,0.701
2,55,0.358
9,48,0.594
5,67,0.495
3,0,0.402
3,49,0.679
12,42,0.616
1,10,0.406
2,64,0.703
9,60,0.163
12,63,0.731
2,48,0.654
3,76,0.754
7,34,0.232
13,59,0.515
26,24,0.471
10,73,0.345
6,45,0.771
6,45,0.771
1,43,0.68
14,0,0.471
2,0,0.766
14,29,0.699
2,64,0.943
2,63,0.4
5,79,0.395
5,47,0.617
1,0,0.759
6,40,0.453
1,0,0.667
1,48,0.501
6,45,0.984
8,38,0.488
1,0,0.584
1,75,0.658
6,36,0.506
1,27,0.641
2,80,0.765
3,57,0.602
2,0,0.949
6,61,0.988
1,62,0.669
2,80,0.765
1,82,0.623
3,68,0.946
2,47,0.572
12,54,0.666
6,0,0.984
7,55,0.361
5,20,0.457
13,64,0.741
4,67,0.709
1,59,0.634
7,53,0.851
5,60,0.712
3,28,0.209
7,0,0.568
10,54,0.665
1,51,0.563
2,65,0.527
8,64,0.712
2,0,0.744
13,0,0.539
1,0,0.634
8,51,0.669
1,59,0.456
8,0,0.712
4,0,0.522
6,0,0.71
10,0,0.578
10,74,0.578
1,0,0.675
12,0,0.65
17,0,0.239
3,0,0.49
3,56,0.579
6,36,0.367
2,73,0.555
2,0,0.55
7,65,0.692
6,54,0.763
1,58,0.787
3,62,0.597
4,0,0.444
4,0,0.444
4,51,0.439
8,46,0.701
1,45,0.644
4,58,0.646
1,40,0.745
2,50,0.762
4,0,0.643
2,0,0.758
5,0,0.781
2,65,0.662
3,0,0.653
1,0,0.623
7,52,0.825
6,50,0.538
3,68,0.629
2,83,0.711
1,74,0.561
5,78,0.692
8,74,0.533
1,66,0.624
12,39,0.494
14,40,0.571
6,26,0.699
2,56,0.549
3,58,0.439
1,60,0.372
1,72,0.638
1,73,0.675
9,54,0.685
3,39,0.835
1,35,0.411
1,56,0.391
1,59,0.666
8,25,0.573
3,60,0.326
1,66,0.714
15,41,0.209
13,21,0.631
15,0,0.209
1,78,0.799
7,54,0.789
10,66,0.437
3,47,0.815
3,55,0.783
1,72,0.526
1,0,0.389
6,0,0.652
2,50,0.465
1,35,0.723
1,0,0.727
4,27,0.639
3,38,0.718
3,31,0.623
10,0,0.196
2,0,0.716
1,2,0.721
14,7,0.797
4,0,0.633
11,22,0.767
17,35,0.346
2,0,0.614
9,59,0.28
3,57,0.812
1,80,0.887
2,67,0.689
4,62,0.551
3,34,0.586
1,35,0.63
3,78,0.316
4,53,0.793
13,54,0.593
7,34,0.56
3,43,0.464
6,33,0.637
1,72,0.634
1,61,0.64
1,76,0.753
6,58,0.637
15,40,0.539
1,56,0.516
2,61,0.688
7,0,0.538
6,73,0.381
2,69,0.547
7,71,0.488
2,69,0.877
3,40,0.511
12,62,0.589
5,35,0.59
7,58,0.564
4,60,0.59
2,59,0.521
6,21,0.635
6,34,0.663
2,82,0.643
2,49,0.771
1,0,0.445
6,0,0.274
1,0,0.445
9,38,0.454
1,62,0.625
6,33,0.273
2,59,0.318
4,0,0.703
1,0,0.697
3,0,0.596
3,61,0.855
3,0,0.322
6,0,0.628
2,0,0.676
1,72,0.506
6,1,0.901
10,44,0.598
2,78,0.418
9,43,0.71
1,85,0.709
2,0,0.687
1,0,0.604
2,70,0.707
7,0,0.63
5,50,0.384
5,47,0.488
6,14,0.757
2,0,0.565
3,0,0.538
3,0,0.532
3,53,0.538
3,53,0.538
3,0,0.533
2,51,0.565
3,0,0.542
3,58,0.641
3,83,0.54
3,50,0.638
2,81,0.564
3,0,0.783
16,0,0.256
15,0,0.397
17,0,0.379
1,0,0.704
7,65,0.653
1,53,0.496
9,0,0.75
1,45,0.687
1,54,0.548
9,28,0.251
1,0,0.776
6,0,0.487
2,49,0.541
4,56,0.781
3,33,0.655
10,54,0.474
1,0,0.445
3,61,0.582
1,70,0.72
4,35,0.566
1,57,0.538
1,0,0.914
3,46,0.795
10,65,0.756
6,64,0.583
1,32,0.653
7,74,0.503
7,0,0.669
10,47,0.545
5,49,0.726
1,65,0.59
2,50,0.562
7,22,0.656
1,73,0.608
1,59,0.728
5,43,0.821
4,75,0.397
5,49,0.659
1,59,0.749
6,69,0.613
10,61,0.741
2,60,0.623
7,53,0.557
1,64,0.824
2,37,0.734
3,89,0.532
5,79,0.252
2,85,0.541
6,80,0.776
4,72,0.451
3,60,0.738
1,43,0.498
1,62,0.493
3,55,0.421
1,50,0.549
6,62,0.798
1,68,0.696
1,68,0.833
4,62,0.652
2,61,0.663
1,48,0.57
1,74,0.623
1,72,0.514
3,64,0.671
2,68,0.657
4,73,0.761
2,73,0.965
10,62,0.646
10,28,0.509
8,42,0.657
1,42,0.666
10,78,0.898
2,70,0.531
2,0,0.648
3,0,0.742
4,31,0.3
3,0,0.841
3,39,0.838
6,80,0.625
2,65,0.62
1,70,0.64
3,0,0.738
1,0,0.926
3,1,0.534
3,33,0.275
2,66,0.704
5,0,0.279
8,51,0.503
5,39,0.712
6,70,0.722
4,0,0.457
2,53,0.606
3,0,0.559
1,26,0.63
3,0,0.524
7,60,0.496
4,0,0.632
2,0,0.7
2,58,0.612
4,63,0.794
2,2,0.606
1,0,0.662
1,73,0.662
1,80,0.661
1,0,0.554
1,30,0.633
3,43,0.688
7,74,0.724
5,36,0.655
6,0,0.581
7,66,0.705
9,64,0.654
1,0,0.693
1,34,0.582
2,23,0.579
1,90,0.573
8,0,0.286
1,31,0.566
2,2,0.666
2,0,0.666
3,0,0.461
3,68,0.461
6,41,0.746
1,52,0.613
4,69,0.761
3,0,0.637
1,0,0.509
3,91,0.645
1,69,0.61
6,49,0.766
5,50,0.527
6,44,0.581
1,47,0.7
9,72,0.502
6,75,0.832
7,62,0.58
8,47,0.71
5,72,0.534
6,63,0.585
1,69,0.714
3,53,0.582
2,43,0.577
1,55,0.71
16,51,0.452
1,69,0.528
3,0,0.746
1,61,0.653
5,58,0.397
2,44,0.545
4,11,0.373
6,0,0.464
2,59,0.701
1,67,0.612
1,23,0.666
12,69,0.756
2,31,0.658
10,41,0.52
1,0,0.696
3,84,0.477
1,71,0.735
2,49,0.433
1,81,0.516
1,60,0.775
2,51,0.754
6,49,0.654
3,76,0.771
6,76,0.408
4,0,0.269
6,0,0.507
3,75,0.561
5,0,0.583
2,48,0.811
5,0,0.531
1,0,0.618
1,83,0.62
5,66,0.591
1,0,0.32
6,77,0.685
1,64,0.572
2,73,0.458
6,76,0.489
2,51,0.708
1,59,0.606
11,0,0.466
6,0,0.703
6,74,0.729
10,76,0.574
1,79,0.398
6,79,0.62
11,83,0.527
23,72,0.69
7,46,0.578
2,77,0.502
5,77,0.504
2,0,0.482
3,53,0.683
4,70,0.582
1,77,0.744
2,0,0.795
2,31,0.508
5,54,0.712
1,69,0.664
2,83,0.572
3,0,0.515
6,47,0.636
2,74,0.552
5,0,0.724
1,36,0.694
10,46,0.796
4,55,0.435
10,0,0.604
8,0,0.747
3,53,0.576
1,28,0.706
6,61,0.554
1,69,0.648
3,40,0.571
1,80,0.572
2,42,0.545
3,0,0.372
2,0,0.83
11,0,0.33
12,0,0.516
2,84,0.71
4,81,0.726
5,57,0.583
6,52,0.597
1,79,0.668
10,29,0.426
2,53,0.752
7,36,0.376
8,56,0.577
5,24,0.33
3,70,0.637
6,83,0.701
5,64,0.565
3,46,0.869
1,0,0.617
10,57,0.895
7,0,0.813
1,77,0.744
7,0,0.665
10,0,0.365
7,0,0.82
7,0,0.813
5,0,0.673
2,0,0.504
7,49,0.678
1,0,0.315
7,51,0.502
6,69,0.611
3,80,0.601
1,76,0.917
2,0,0.646
2,71,0.647
5,71,0.202
1,76,0.451
6,86,0.692
2,50,0.608
1,44,0.749
1,0,0.762
6,63,0.814
10,0,0.617
8,72,0.424
1,0,0.487
4,67,0.448
1,62,0.8
4,75,0.509
7,54,0.779
4,39,0.499
5,81,0.62
1,62,0.866
2,76,0.805
1,43,0.833
3,42,0.674
6,44,0.731
1,63,0.719
6,0,0.585
2,48,0.656
9,70,0.744
1,43,0.674
6,43,0.585
1,69,0.803
6,69,0.752
2,0,0.728
6,0,0.739
3,0,0.7
2,44,0.629
4,77,0.691
11,75,0.671
11,84,0.671
1,71,0.653
1,61,0.723
3,52,0.494
9,39,0.726
6,0,0.518
1,76,0.365
10,88,0.671
8,51,0.534
1,46,0.366
3,53,0.68
3,62,0.66
3,54,0.557
1,0,0.535
2,70,0.791
1,68,0.425
4,16,0.589
2,47,0.926
1,62,0.473
1,19,0.723
3,64,0.798
6,73,0.459
2,0,0.68
8,49,0.676
6,0,0.527
1,66,0.584
1,81,0.535
1,80,0.869
3,78,0.739
1,76,0.805
2,53,0.692
11,77,0.766
10,62,0.551
1,73,0.694
1,56,0.421
2,71,0.532
3,25,0.63
5,13,0.305
20,58,0.536
2,0,0.535
2,0,0.558
1,35,0.374
1,36,0.764
1,45,0.734
1,82,0.631
1,0,0.631
12,63,0.439
6,74,0.591
3,64,0.631
1,67,0.725
2,60,0.588
4,5,0.555
1,62,0.565
5,75,0.838
5,75,0.838
11,47,0.502
1,53,0.577
19,0,0.21
2,65,0.72
1,74,0.536
4,58,0.673
3,47,0.58
1,0,0.538
18,50,0.785
1,80,0.446
7,57,0.613
4,26,0.649
1,81,0.675
1,54,0.553
1,0,0.597
1,40,0.897
7,62,0.609
1,62,0.701
1,56,0.701
10,64,0.588
1,34,0.783
1,0,0.799
7,0,0.78
1,0,0.806
1,75,0.885
6,66,0.877
2,72,0.469
2,1,0.453
1,63,0.466
6,87,0.31
2,76,0.457
10,67,0.576
7,85,0.532
2,55,0.503
3,77,0.933
5,74,0.599
5,82,0.599
3,85,0.933
8,58,0.678
10,63,0.635
1,2,0.887
2,49,0.533
1,36,0.817
1,0,0.7
2,59,0.616
2,58,0.871
4,67,0.651
4,75,0.752
6,70,0.674
10,69,0.751
2,69,0.675
2,74,0.68
1,47,0.587
5,21,0.652
1,0,0.848
3,41,0.465
5,54,0.643
5,0,0.604
3,61,0.435
2,54,0.52
1,62,0.571
5,80,0.693
6,77,0.472
1,54,0.476
1,56,0.825
1,61,0.812
1,71,0.579
6,68,0.758
1,61,0.812
10,0,0.573
8,0,0.703
19,62,0.628
11,67,0.652
1,0,0.582
1,0,0.577
6,0,0.514
9,51,0.598
2,80,0.808
1,78,0.878
1,88,0.574
4,63,0.592
15,21,0.69
2,0,0.423
2,3,0.377
1,52,0.687
9,77,0.638
10,0,0.32
1,71,0.823
4,0,0.754
6,43,0.655
1,84,0.768
5,42,0.761
1,6,0.861
5,74,0.784
1,3,0.677
3,62,0.874
4,73,0.632
3,18,0.725
1,0,0.667
2,0,0.733
2,0,0.505
1,80,0.836
4,0,0.632
12,56,0.792
6,79,0.633
1,54,0.94
3,50,0.758
6,37,0.328
5,69,0.728
3,69,0.267
5,77,0.703
7,77,0.586
6,0,0.633
1,74,0.774
2,67,0.706
1,75,0.715
12,78,0.563
12,78,0.563
12,78,0.563
2,70,0.337
3,0,0.608
3,76,0.741
9,84,0.473
6,85,0.733
6,47,0.718
11,57,0.459
2,67,0.442
4,0,0.758
9,0,0.653
9,0,0.651
6,0,0.667
2,0,0.867
1,16,0.451
2,49,0.555
3,57,0.601
20,53,0.319
10,0,0.563
14,21,0.333
1,73,0.795
9,78,0.783
3,78,0.619
2,68,0.799
1,67,0.607
3,78,0.619
2,68,0.799
3,78,0.619
8,71,0.505
1,45,0.42
3,0,0.713
11,67,0.531
1,54,0.74
9,0,0.652
6,70,0.481
3,74,0.454
3,0,0.464
2,48,0.481
15,40,0.305
1,75,0.723
2,42,0.274
4,61,0.487
10,36,0.402
2,0,0.395
2,48,0.481
1,0,0.467
4,52,0.7
8,71,0.492
6,32,0.688
5,52,0.618
3,60,0.52
1,0,0.531
1,67,0.623
6,27,0.723
1,70,0.699
1,82,0.692
2,78,0.268
2,67,0.268
1,73,0.693
2,67,0.268
5,65,0.586
2,62,0.459
8,42,0.638
1,69,0.585
10,80,0.721
6,50,0.582
1,65,0.651
3,0,0.523
2,72,0.646
8,62,0.643
1,1,0.589
1,60,0.333
1,75,0.465
1,75,0.465
6,38,0.788
5,22,0.351
9,15,0.814
1,52,0.33
1,78,0.548
8,59,0.674
2,76,0.562
1,29,0.571
1,52,0.656
4,79,0.671
7,86,0.545
7,67,0.522
7,67,0.522
2,88,0.828
5,0,0.597
5,83,0.583
5,72,0.586
6,46,0.759
3,40,0.677
10,0,0.707
7,52,0.864
1,45,0.715
7,52,0.698
1,80,0.531
4,70,0.324
8,0,0.423
3,7,0.794
4,0,0.797
3,32,0.743
12,0,0.287
6,28,0.575
1,64,0.368
6,72,0.497
6,77,0.406
6,0,0.461
3,76,0.667
3,40,0.347
7,20,0.47
10,77,0.55
2,69,0.625
4,61,0.643
7,64,0.646
1,66,0.434
5,0,0.546
2,2,0.543
5,0,0.576
6,0,0.826
1,77,0.668
8,61,0.494
6,74,0.549
2,65,0.467
3,49,0.45
1,2,0.456
2,81,0.573
6,72,0.679
4,80,0.434
1,75,0.456
5,81,0.754
9,62,0.561
5,57,0.394
1,0,0.611
1,27,0.546
9,25,0.281
1,70,0.509
8,58,0.605
4,44,0.593
2,38,0.549
5,61,0.727
8,30,0.628
2,31,0.593
1,72,0.681
8,74,0.695
7,66,0.256
1,60,0.547
11,1,0.414
11,84,0.414
11,76,0.392
11,76,0.392
4,69,0.518
4,74,0.815
10,83,0.729
10,0,0.729
4,79,0.481
4,0,0.481
1,57,0.622
5,77,0.27
1,0,0.611
4,77,0.723
2,66,0.68
5,70,0.669
6,68,0.435
1,76,0.655
2,64,0.811
11,0,0.502
14,12,0.522
13,0,0.702
11,0,0.392
5,0,0.768
4,15,0.653
8,70,0.442
6,2,0.571
10,79,0.654
10,0,0.656
6,38,0.533
6,0,0.48
6,53,0.47
1,22,0.688
4,66,0.376
1,67,0.621
5,77,0.685
4,0,0.669
11,33,0.776
3,46,0.664
2,0,0.535
5,50,0.635
16,0,0.392
12,0,0.568
5,66,0.73
1,0,0.528
7,0,0.304
19,0,0.599
6,76,0.635
7,59,0.387
1,86,0.596
1,86,0.596
1,39,0.583
10,65,0.559
11,70,0.279
3,55,0.456
11,50,0.375
11,43,0.521
7,45,0.637
4,0,0.731
2,43,0.386
8,38,0.58
2,47,0.615
2,64,0.393
7,32,0.664
6,0,0.507
7,40,0.529
5,35,0.635
1,0,0.663
7,55,0.481
1,75,0.479
10,38,0.443
2,62,0.504
2,80,0.331
8,55,0.661
4,82,0.559
1,0,0.643
15,0,0.646
8,34,0.372
3,34,0.565
1,46,0.596
9,48,0.436
1,58,0.398
5,75,0.429
5,70,0.716
8,82,0.545
11,44,0.462
7,78,0.513
8,72,0.697
1,42,0.439
1,59,0.629
1,12,0.373
6,55,0.559
1,38,0.485
2,64,0.41
3,33,0.527
5,71,0.228
1,78,0.547
13,44,0.381
11,51,0.502
3,57,0.381
6,0,0.537
14,46,0.542
1,42,0.556
1,0,0.576
1,52,0.374
9,77,0.621
1,72,0.688
3,23,0.307
10,53,0.77
3,47,0.646
5,79,0.596
4,78,0.422
3,73,0.554
6,0,0.253
1,75,0.476
8,0,0.728
3,60,0.617
6,54,0.665
10,78,0.657
1,44,0.268
1,8,0.459
12,58,0.609
8,43,0.412
15,0,0.79
5,0,0.564
5,76,0.575
9,0,0.591
4,64,0.674
4,64,0.674
1,73,0.519
10,53,0.495
6,69,0.626
1,63,0.464
8,23,0.446
1,50,0.307
2,36,0.145
7,70,0.67
1,21,0.285
7,47,0.356
1,83,0.575
9,74,0.568
1,49,0.414
5,85,0.601
5,62,0.69
10,58,0.58
8,59,0.648
5,67,0.632
4,3,0.541
22,0,0.737
1,9,0.573
1,0,0.746
1,64,0.712
15,71,0.558
1,6,0.682
1,0,0.439
6,8,0.523
2,0,0.378
4,61,0.72
17,41,0.68
1,60,0.399
2,82,0.82
7,0,0.541
6,42,0.802
1,0,0.498
2,0,0.38
4,61,0.562
9,60,0.399
2,67,0.623
1,0,0.432
1,76,0.437
4,0,0.346
2,0,0.327
1,42,0.401
3,43,0.556
13,52,0.373
5,38,0.524
7,73,0.757
7,73,0.757
7,76,0.757
6,0,0.728
13,0,0.565
6,67,0.729
1,80,0.547
1,80,0.489
9,70,0.686
4,0,0.769
7,61,0.618
3,42,0.739
12,11,0.678
1,59,0.701
5,57,0.371
1,69,0.51
1,70,0.633
10,76,0.55
2,71,0.565
9,45,0.669
1,59,0.259
7,74,0.43
6,32,0.297
5,9,0.605
1,67,0.667
1,67,0.667
5,0,0.248
5,0,0.611
10,1,0.61
6,0,0.516
2,60,0.476
1,0,0.352
4,0,0.741
2,23,0.537
5,5,0.474
5,15,0.468
5,0,0.474
4,52,0.572
10,79,0.495
3,82,0.48
1,66,0.731
2,67,0.713
8,31,0.246
5,64,0.529
9,29,0.482
13,0,0.404
1,0,0.574
3,40,0.563
3,0,0.672
7,69,0.589
5,65,0.745
3,58,0.513
7,75,0.787
5,38,0.408
12,30,0.406
10,68,0.299
3,73,0.572
6,81,0.443
12,70,0.761
1,83,0.554
2,67,0.497
1,42,0.479
10,1,0.611
1,76,0.623
10,29,0.62
7,49,0.155
7,76,0.597
6,74,0.439
1,74,0.149
3,78,0.755
14,69,0.604
2,66,0.33
1,55,0.616
10,70,0.649
1,53,0.797
1,78,0.568
1,50,0.323
1,67,0.55
9,42,0.644
6,69,0.528
11,47,0.765
11,20,0.566
1,52,0.448
12,59,0.38
2,41,0.56
9,31,0.404
1,62,0.373
1,75,0.642
2,45,0.438
9,0,0.319
1,80,0.634
9,74,0.757
1,0,0.337
1,78,0.858
6,88,0.64
1,79,0.412
2,16,0.582
1,0,0.533
1,81,0.533
2,75,0.396
8,51,0.472
8,51,0.291
5,0,0.508
1,0,0.702
9,34,0.601
1,0,0.57
9,55,0.604
2,69,0.425
1,52,0.451
12,70,0.404
15,60,0.411
13,77,0.487
14,56,0.44
6,37,0.63
1,43,0.556
1,63,0.458
13,0,0.537
6,71,0.807
9,69,0.307
12,79,0.404
1,52,0.374
17,42,0.435
12,25,0.531
1,53,0.725
2,61,0.511
7,45,0.597
1,74,0.476
6,79,0.699
4,59,0.566
10,37,0.745
1,47,0.543
1,55,0.506
15,0,0.332
6,60,0.583
1,0,0.668
4,74,0.818
4,55,0.635
15,79,0.438
7,73,0.64
3,44,0.695
4,71,0.443
7,59,0.442
11,70,0.31
5,0,0.63
1,73,0.553
2,80,0.592
9,45,0.403
1,25,0.657
11,0,0.635
1,62,0.703
5,75,0.51
12,7,0.537
10,79,0.606
1,58,0.497
6,16,0.539
12,35,0.623
28,65,0.259
19,31,0.503
14,62,0.608
11,30,0.584
11,14,0.625
7,0,0.601
6,42,0.405
4,0,0.39
1,42,0.276
4,6,0.321
1,37,0.55
1,8,0.253
1,34,0.487
1,33,0.64
7,71,0.659
5,72,0.439
1,65,0.528
7,47,0.334
1,55,0.549
14,37,0.493
7,63,0.479
11,68,0.4
1,56,0.297
9,66,0.651
1,61,0.406
16,69,0.195
2,0,0.684
4,20,0.652
1,56,0.376
2,25,0.613
7,16,0.496
3,68,0.684
6,24,0.398
13,67,0.512
1,0,0.663
1,0,0.663
12,61,0.593
10,57,0.637
8,52,0.446
10,73,0.423
5,0,0.632
4,44,0.585
22,0,0.351
7,61,0.46
9,68,0.704
9,68,0.704
1,54,0.205
1,34,0.249
11,0,0.713
7,0,0.187
1,0,0.534
1,80,0.805
4,58,0.542
7,65,0.543
13,47,0.255
1,61,0.682
1,58,0.562
12,79,0.526
1,36,0.506
1,77,0.421
13,11,0.483
7,61,0.742
3,55,0.615
1,41,0.612
1,65,0.396
1,22,0.549
12,12,0.367
1,82,0.653
7,39,0.514
4,0,0.485
6,67,0.467
4,0,0.439
7,50,0.476
3,38,0.7
19,32,0.689
1,0,0.519
6,61,0.604
8,55,0.65
1,68,0.453
4,50,0.529
15,73,0.392
1,42,0.821
1,57,0.582
4,17,0.493
16,10,0.716
3,22,0.678
14,23,0.435
6,55,0.299
1,43,0.515
11,0,0.477
8,31,0.515
11,64,0.66
1,54,0.44
14,46,0.692
1,0,0.553
17,7,0.607
5,17,0.476
14,33,0.56
10,37,0.652
1,0,0.608
6,57,0.358
1,55,0.392
11,16,0.781
18,40,0.265
10,2,0.449
1,37,0.541
7,19,0.609
6,1,0.35
8,20,0.713
7,59,0.579
9,60,0.331
6,68,0.412
4,67,0.534
12,18,0.537
13,47,0.596
1,30,0.495
1,72,0.482
1,74,0.534
7,68,0.519
3,50,0.327
7,80,0.723
4,66,0.612
1,66,0.456
2,63,0.385
8,77,0.476
3,78,0.339
8,65,0.39
9,33,0.707
12,19,0.435
4,47,0.508
3,32,0.698
12,37,0.407
2,20,0.484
1,60,0.613
7,38,0.449
1,66,0.67
12,39,0.638
18,60,0.374
3,0,0.579
1,69,0.556
4,55,0.457
8,68,0.652
10,44,0.536
7,44,0.563
3,67,0.596
1,70,0
6,48,0.603
19,71,0.551
7,75,0.573
1,31,0.389
15,0,0.594
1,69,0.566
3,65,0.709
1,71,0.39
5,0,0.767
7,69,0.483
2,59,0.682
1,71,0.59
1,49,0.462
7,42,0.485
6,35,0.481
1,65,0.602
7,50,0.683
1,4,0.503
1,35,0.52
7,26,0.547
1,55,0.671
2,44,0.701
5,0,0.781
6,37,0.638
23,0,0.563
7,0,0.567
1,21,0.482
1,70,0.389
18,9,0.404
16,28,0.595
4,27,0.616
1,46,0.486
14,44,0.539
8,38,0.693
9,20,0.756
1,58,0.566
14,4,0.449
7,23,0.758
1,0,0.408
1,33,0.387
1,52,0.501
1,43,0.331
1,58,0.638
2,0,0.622
7,58,0.552
8,56,0.351
3,72,0.416
9,55,0.755
1,0,0.538
7,69,0.473
21,56,0.48
1,54,0.522
8,23,0.389
10,47,0.618
7,55,0.355
5,39,0.38
1,75,0.659
1,0,0.698
7,0,0.738
1,0,0.687
1,71,0.38
5,33,0.249
1,49,0.416
1,77,0.55
6,24,0.584
14,80,0.482
1,70,0.491
2,4,0.248
1,31,0.641
3,49,0.498
1,62,0.681
2,0,0.451
1,0,0.697
3,0,0.747
1,27,0.729
1,0,0.481
13,0,0.613
1,0,0.679
6,0,0.551
7,57,0.591
7,0,0.537
15,0,0.506
1,0,0.769
17,0,0.586
1,0,0.655
1,57,0.542
1,0,0.521
7,84,0.65
6,29,0.343
4,31,0.648
3,63,0.61
7,50,0.497
10,43,0.471
7,37,0.453
5,41,0.804
1,0,0.636
1,0,0.578
1,52,0.751
1,0,0.867
8,42,0.688
2,0,0.722
1,62,0.35
12,47,0.572
19,0,0.649
5,82,0.396
8,63,0.686
4,0,0.556
11,0,0.605
12,0,0.464
2,0,0.533
7,67,0.714
8,55,0.418
3,70,0.454
9,0,0.177
4,59,0.696
5,71,0.647
8,60,0.697
1,68,0.494
14,10,0.283
1,64,0.541
1,68,0.557
1,66,0.668
13,0,0.549
6,0,0.705
1,0,0.576
1,0,0.552
2,62,0.642
18,3,0.504
5,66,0.571
12,40,0.613
1,86,0.689
9,52,0.799
3,46,0.491
6,69,0.708
14,55,0.431
6,0,0.519
1,0,0.65
4,0,0.554
2,80,0.729
1,0,0.653
11,68,0.781
11,0,0.657
1,46,0.668
24,42,0.669
10,0,0.734
4,0,0.614
3,0,0.614
2,0,0.648
7,42,0.811
13,64,0.581
2,0,0.683
3,82,0.673
4,34,0.576
3,0,0.514
8,47,0.667
4,0,0.752
1,0,0.452
3,41,0.65
1,0,0.738
2,53,0.582
6,55,0.81
10,50,0.698
2,65,0.72
13,49,0.769
1,0,0.662
3,0,0.322
1,64,0.711
1,0,0.671
2,0,0.52
7,38,0.42
4,0,0.459
10,0,0.825
13,75,0.578
1,46,0.519
3,0,0.645
1,0,0.45
10,1,0.825
2,42,0.488
3,42,0.575
7,23,0.639
2,0,0.755
3,67,0.482
25,0,0.652
2,0,0.755
5,9,0.542
11,54,0.574
5,0,0.663
